FEN	Rating
rn3rk1/ppq1bppp/2p1b3/8/3Q4/2N1P1P1/PP3PBP/R1BR2K1 w - - 5 13	1398
5r1k/p1Q1N1pp/8/3pBp2/1n6/8/qp3PPP/4R1K1 b - - 4 29	870
N1b1k2N/5Rpp/1pB5/p2pP3/4P3/1P2b3/1q5P/3K4 b - - 0 23	1145
N3qr1k/1p3p1p/p1pQ1p2/5R2/8/5p2/PPP3PP/3R2K1 w - - 0 24	1241
6k1/1p3pbp/p5p1/3pn3/5B2/1Pq1P2P/P3QPP1/2N3K1 w - - 1 25	1398
2rr2k1/1p3pp1/p4n2/3P2p1/P5P1/1PNR3P/3R4/6K1 w - - 0 29	1398
2k5/1pp2Qpp/1p1p4/3P4/PPP1r2q/7P/6P1/5RK1 b - - 0 25	932
2r3k1/5pp1/2q1p2p/pp3n2/4N3/P2Q1N1P/1P4P1/3R3K w - - 0 28	1398
4r1k1/1p3p1p/p1p3pQ/3p4/8/2q1P3/P4RPP/4R1K1 w - - 0 29	1005
8/8/2pk1p2/pp1n1P2/2P1K3/PP1B4/8/8 b - - 0 35	1385
r1b2r1k/p5pp/2p2n2/q4PB1/1bppPP2/6N1/PPPN2PP/R2QK2R w KQ - 4 18	1398
3rr3/pp5k/2q1pbpp/5p2/2Pp1P2/PP1Q1NP1/4RPK1/4R3 b - - 3 26	1398
8/1p4p1/p4p1p/n1k1p2P/P3PP2/2PBK3/5P2/8 b - - 0 27	1398
rnb2rk1/p2pRppp/1q6/1ppQ4/8/1BP2N2/PPP3PP/R6K b - - 1 15	1107
r5k1/4rp2/p4Qp1/2p1P2p/1p1nR3/3P2Pq/PPP2P2/R5K1 w - - 0 29	934
r4rk1/5p1p/6p1/3pQ3/1q1P1PN1/7P/p4PP1/2R3K1 b - - 1 29	1127
r3k2r/ppp2p2/3p1p2/n2P3p/4P3/1B3N1q/PPP5/R2Q1RK1 w kq - 0 20	1331
2bqkb1r/1p1p1pp1/r3pn1p/2p1Q3/4P3/2PP4/PP3PPP/RNB1K1NR w KQk - 0 9	1398
r4k1r/pp3pp1/2pn3p/4R3/8/1P5P/P4PPK/R1B5 b - - 1 21	1398
4r2k/1pp3pp/6q1/1Q6/P4n2/R4P2/1P1bNBPP/5K1R w - - 7 25	910
7Q/1pk5/2p5/p7/2BPqr2/P5bP/1P4P1/5R1K w - - 2 41	1236
8/5ppp/2k5/2p5/1p1n4/p6P/N2K1PP1/1R6 w - - 0 42	1398
r7/6pp/2p2p2/Pk1p1P2/6P1/R1P1K3/P6P/8 b - - 4 31	1242
2bqk1nr/1p1nppbp/2pp2p1/r7/2P5/2N1P3/PBQPNPPP/R3KB1R b KQk - 1 8	1392
5r2/8/8/2pPk1K1/pb2B3/1P3P2/P6R/8 w - - 4 42	1398
5r2/1pk1b3/p2pb3/2q5/4P3/1PN5/PP3PQP/3RKR2 w - - 3 24	998
r2r2k1/4b1Pp/p4p2/q2PpP2/1n6/1P2B3/1PPQN3/2KR1B1R w - - 1 22	960
2r1r1k1/pp3p1p/1q4pB/3p1B2/Q7/2b5/PP4PP/2KR3R w - - 0 21	1176
8/1n3p1p/2p1p1k1/2PpP3/5P1P/1N3K2/8/8 b - - 2 45	1145
1r4k1/5pp1/2P1pnq1/p2p3p/N2Q4/Pr3PP1/6KP/2R1R3 b - - 0 29	1398
6k1/1p3q2/p2r4/3p2rp/3bPp2/P1P5/1P2Q1P1/3RRNK1 w - - 0 31	1398
2rq1rk1/pb1n1pbp/1pp1pnp1/4N3/2PPN3/1P4P1/PB3PBP/2RQ1RK1 b - - 0 13	1337
r6r/pp1bkpQ1/2nqp2p/3n4/8/P2B1N1P/1PP2PP1/R1B1K2R w KQ - 1 14	1398
1knr1r2/1p1q3p/R1p2pp1/4p3/1R6/1PPPQ3/5PPP/4N1K1 w - - 3 27	1398
6k1/p1p1b1p1/1p2p2p/4p3/1PP1P3/1Q2P3/P4KPq/5R2 w - - 0 27	1398
1r6/R4p2/3p1k2/1B1Pb1pp/2PpK3/6PP/5P2/8 b - - 1 31	1310
8/3p1R2/ppk2p2/3N4/1P1K1br1/P1P5/8/8 w - - 0 46	1398
1k2r1r1/pp1b1p1p/8/3p4/1q2n3/2N1QNP1/PP2BP1P/R3K2R w KQ - 2 22	1371
rnbqk1nr/ppp2pp1/7p/3P4/1bp1p3/2N4N/PP2PPPP/R1BQKB1R b KQkq - 0 7	1398
r1q1r1k1/2p2pp1/2p4p/p1Bp4/3Pb3/1P2P3/P2Q1PPP/3R1RK1 w - - 0 19	1398
6k1/p1q3r1/1pb5/2pP3Q/P1N5/1P5P/5KP1/4rR2 w - - 0 38	1195
r1b2rk1/2q3bp/6p1/p3p1B1/1ppPp1N1/2P4P/PP3PP1/2RQ1RK1 w - - 0 21	1398
5rr1/1bkp4/p2qp3/1pp5/8/P2Q1P2/BPP2RPP/R5K1 b - - 2 23	1398
r6k/5Qp1/2r4R/3p4/1p4q1/P2Bp3/2P3P1/1K5R b - - 0 31	870
7k/7p/p3P1pB/1bpp1p2/3p4/3q4/5PPP/1R2R1K1 w - - 2 38	904
2kr3r/ppbn1p2/2p1p3/1PPpP2n/3P2pq/2NBQ3/P4PP1/R1B1R1K1 w - - 1 18	1114
r2qkb1r/3b1ppp/2p1p1n1/3nP3/B2PN1P1/P4N1P/5P2/R1BQK2R w KQkq - 1 16	1398
r7/8/2p2k1p/p3pP1K/P2pP1P1/8/2P5/5R2 b - - 0 34	1398
r2qr1k1/pp3ppp/2n2n2/3p2B1/1b1P2b1/2N5/PPQ1NPPP/RB3RK1 b - - 5 12	1305
r1b1k2r/pp2ppbp/1n1q2p1/8/3nN3/1B3N2/PP3PPP/R1BQ1RK1 b kq - 1 12	1141
r2q1rk1/1p3ppp/p5b1/3Np1P1/2Q1P1P1/8/PP2KP2/3R3R b - - 1 21	1351
r2q1k1r/1pp3p1/p2bQ1bp/4n3/3N2P1/2N4P/PP1B1P2/2KR3R w - - 1 19	1398
r4rk1/p3Qppp/4Bn2/8/8/2q1P2P/P5P1/3R1RK1 w - - 0 18	1398
7r/4q1k1/p3p2p/3bP1p1/1pr1p1P1/4Q1P1/PPP1N2R/1K5R b - - 7 29	1360
r1b1k2r/ppq2ppp/2n1p3/3pPn2/P2P2PP/5N2/2P2P2/R1BQKB1R b KQkq - 0 11	1398
8/4kp1p/1B4p1/3p4/8/1P1K3P/5PP1/b7 b - - 5 30	1215
2rq1r2/np1b2p1/1n2p1k1/pP1p1pN1/Pb1P1B2/4P1Q1/2R2PPP/1N3RK1 b - - 1 20	1073
r4rk1/pp3ppp/2n3q1/4N3/1PpQ4/P2b4/4BPPP/2R2RK1 w - - 4 22	1398
8/8/8/1P1p2k1/6B1/1KP1p3/4Nr2/8 w - - 1 62	1398
rnb1r1k1/1pp2pp1/p2p1q1p/3P4/2P1n3/P2N2P1/1QPB1PBP/R4K1R w - - 13 18	1398
8/4kp2/1p1q2p1/pQ1P3p/8/1P3PP1/5K1P/8 w - - 1 39	1398
8/6bk/1pB3pp/1P6/7P/2p1P1P1/3r1PK1/2R5 w - - 1 34	1398
3b1k2/p6p/6p1/3Q1n2/5P1q/4P2P/PP3P1K/5R2 w - - 5 26	1385
5rk1/p1R4p/6pB/1p6/3n4/7P/PR2nPPK/4r3 b - - 4 29	1339
r5k1/ppq3p1/4p1Q1/3p4/3B2Pb/2P3rP/PP3P2/4RRK1 w - - 1 23	1276
6k1/3Q1ppp/4r3/8/2qP4/4r3/P5PP/4RR1K b - - 0 22	746
2rq1rk1/1p2b1p1/p1n4p/2P1pb2/2N1pB2/QP2P2P/4BPP1/R3K2R w KQ - 0 21	1398
r2r2k1/1B2np1p/pq4p1/4N3/1Pp2P2/2QnP1P1/P6P/1R3RK1 w - - 1 24	1398
rn4k1/1bp2ppp/1p1p4/p2P4/4PPrq/3BR3/PBPQ2PP/5RK1 w - - 3 18	1127
r1q1kbnr/pp3ppp/2n1p3/3pP3/P2P2b1/1Q3N2/1P2BPPP/RNB2RK1 b kq - 0 10	1398
8/4k1p1/7p/2p2p2/P1Pq4/1Q4PP/5K2/8 w - - 2 41	1398
4k2r/1b3p1p/ppn3p1/4Ppq1/1P1rN3/3B1Q2/P4RPP/R5K1 b k - 1 22	1398
r4r2/ppp1Rkp1/5pp1/2p2n2/1B4Q1/P2P4/2q2PPP/4R1K1 b - - 1 21	1145
6k1/q4r1p/3p1p2/3Q3R/2P1P3/1p1B1PP1/1P6/K7 w - - 1 33	1398
4r1k1/2p3p1/p2p3p/1p1P4/3qB1Q1/P5K1/5r2/R3R3 b - - 6 36	1236
5k2/5p2/2N2p2/2p4r/4K1RP/8/6P1/8 w - - 2 54	1229
5N2/p4pk1/b3p1p1/3pQ2p/8/8/q4rPP/2R1R1K1 b - - 1 29	883
5rk1/p5pp/q1p5/1p3P2/P1b1pNP1/B1P3P1/3r4/RQ4KR w - - 0 23	971
6R1/pnp1P3/1p3K1k/8/5P1p/2P5/4r3/8 b - - 3 43	1048
5b2/5p1k/5p1P/p3rP1R/2pp4/8/PPK3R1/8 w - - 0 36	1398
8/8/r6P/1p1pk3/1P6/3K4/P6R/8 w - - 2 36	1215
r1b1k1nr/pp1p1pbp/3qp1p1/8/PP1nP3/3BN3/2PQ1PPP/R1B1K1NR b KQkq - 2 10	1242
2rqkb1r/pQpn1ppp/2B5/4P2n/6b1/2P5/PP4PP/RNB1K1NR w KQk - 1 11	1398
6k1/2r1br2/7R/3p2p1/Pp1n4/1P1B3P/2P2PP1/4R1K1 b - - 0 29	1398
7k/3R1pbp/2NP2p1/2p5/8/1q4pP/1r4B1/5QK1 b - - 0 30	1268
3r2k1/3P2pp/p4p2/4pP2/1r6/7P/P5P1/2RR3K b - - 0 41	1175
r7/5p1k/3r4/pPp1pNb1/P1P1Pqp1/3Q4/5PP1/3R2K1 w - - 0 34	1209
2q3r1/4k1p1/p1pQp1bp/3p4/1B1P2P1/5r1P/PP3P2/4R1K1 b - - 0 37	870
3R4/8/8/1Pb5/2k1p1P1/3p4/3K4/8 w - - 4 52	1398
b1r2r1k/R3b1pp/4Pp2/1p3P2/3q1BQP/3p4/1P1N2P1/R6K b - - 0 26	988
1bQ5/p3qpk1/1p3pp1/2p5/4r3/1P3NPP/P4PK1/3R4 b - - 4 36	1428
r2r1nk1/1ppq1pp1/1n2p1bp/1P2P3/4PP2/1B6/1B1NQ1PP/3R1RK1 w - - 3 20	1398
2kr2nr/1pq2p1p/p1p1bbp1/4p3/N3P3/P3B3/1PPQBPPP/3R1RK1 w - - 8 15	1148
5b1r/pp2nkp1/5q1p/2B5/8/8/PP2QPPP/4R1K1 b - - 2 22	1244
1r4k1/6pp/2B5/N2Pp3/1P2P3/n3K3/1n4PP/2R5 w - - 0 33	1120
7r/1p4k1/p1np4/4qp2/2B1p3/1P6/P2QKPP1/3R4 b - - 4 33	1306
6k1/3R2pp/3Bpb2/p7/P1r5/7P/5PP1/6K1 w - - 0 31	1398
1r2qrk1/3R1p1p/p1p2Rp1/1p6/5Q2/7P/PPP2PPK/8 w - - 6 30	1398
rnbqk1nr/pppp2pp/5p2/2b5/2BpP2N/8/PPP2PPP/RNBQK2R b KQkq - 1 5	953
8/7k/1p4pp/4P3/1P3PP1/1P3QKP/8/6q1 w - - 5 59	1297
rnbk2r1/pppq4/3p1pBn/8/3P3P/4P1Q1/PPP2PP1/RN2K2R b KQ - 0 14	1398
6k1/8/8/1p3ppp/1P1P4/2PpP1PP/8/5K2 w - - 0 37	1398
8/p3r1kp/1p4p1/2p3qP/3p1p2/P2Q4/1P3PP1/2R2NK1 w - - 1 33	1398
8/4n1k1/6pp/R1p5/2P1P2P/b2K1NPB/r7/8 w - - 0 38	1358
1k1r1br1/pp5p/2q1b3/5p2/5P2/P1N1Qn2/1P1N1PPP/R4RK1 w - - 0 23	1337
8/4P3/p7/2K5/bP6/P7/8/2k5 b - - 1 58	1039
r3r1k1/p1pq1pbp/2pp2p1/8/2P1B3/1P4Pb/P3PP1P/1RBQR1K1 w - - 1 15	1398
8/5rk1/6rp/8/1P1P3n/2PQR3/8/6K1 w - - 4 38	1270
r2qk2r/2p2pp1/4pn1p/p1Q5/Pn1PP1b1/4BN2/4BPPP/R4RK1 b kq - 1 15	1012
2k2b2/1ppr4/p1n1q1np/1N1p2p1/Q2Pp3/6B1/PP3PPP/2R2RK1 w - - 0 20	1398
8/3R1pk1/4r2p/4PKp1/6P1/7P/8/8 b - - 19 59	1236
r1b1k2r/1pp2pp1/p1nb4/3qN3/B2Pp1p1/2P5/PP2RPP1/RNBQ2K1 w kq - 2 14	1181
4rr2/ppq2pk1/2p1b2p/4N1pQ/2PPp3/6PP/P1P3PK/R4R2 w - - 4 21	1398
r2q2r1/pbppk2p/1p2p2b/7Q/3P4/3B4/PPP2PPP/RNB2RK1 w - - 5 17	1398
rn3rk1/p1p2ppp/1p2pb2/7P/2Bqb1P1/1QN2P2/PP6/R3K1NR w KQ - 0 13	1114
3rk2r/p4ppp/2p2n2/4pb2/1bB5/2N5/PPPB1PPP/R2K3R w k - 4 12	1398
8/7p/b2p1k2/p2P1N2/1pnK2P1/7P/P5B1/8 b - - 0 39	1398
8/8/8/K7/8/5rkP/1p6/7R w - - 0 67	1398
rn3rk1/p5pp/1p6/8/2P1qN2/5R1P/PP4K1/R2Q4 b - - 0 21	1276
2r1rk2/2p5/3qpbQp/3n2p1/3P2N1/8/PP3PPP/2R1R1K1 b - - 10 27	1276
8/k1p4p/1bq2Q2/4p1BP/3pP3/8/5PP1/6K1 b - - 1 42	1398
4k1r1/5R2/p7/1p6/1P1Pp3/P3P1q1/4Q2p/5R1K w - - 1 35	863
3r1rk1/pQ2n1pp/1b2qp2/1B2npB1/7P/1PN5/P1P2PP1/R3R1K1 b - - 0 18	1385
8/8/4pB2/8/3P2p1/3k2P1/2p5/2Kb4 b - - 11 62	1392
8/4P3/5PK1/4r3/8/6k1/8/8 b - - 2 57	1134
2r2r1k/p4Bp1/3p1q1p/1pp1p2Q/8/P5R1/1PP3PP/R5K1 w - - 1 29	1168
r4r2/p3qpk1/1n1R2p1/2p2P2/2P3Q1/1P6/P5PP/3R3K b - - 0 25	958
2Rb1r2/1p1knp2/pq2pQp1/3pP1Np/3P3P/P5N1/1P3PP1/6K1 w - - 10 24	1398
6k1/4qp2/3Qp1pp/4P3/1r6/3R3P/5PP1/6K1 b - - 1 34	1100
6k1/pp1q1p1p/5Q2/3Br3/8/6Pb/PP2rP1P/R2R2K1 w - - 5 23	1398
4k3/p3r3/2p5/2qb4/P4Q2/7P/5PP1/1R4K1 b - - 11 42	1215
6r1/RP5R/4k2p/2P4P/8/5p1K/P4P2/2r5 w - - 2 47	798
r2qk2r/pp3ppp/2nbpnb1/8/3PP3/P1NB4/1P2N1PP/R1BQK2R b KQkq - 0 11	1398
6k1/5pp1/7p/Q7/2pP4/1q3P2/5KPP/8 b - - 0 35	1398
8/8/4P1k1/8/5B2/1p5K/2p5/8 w - - 1 50	1398
1k3r2/1b2p3/6p1/2pp4/2qP2P1/2P5/2Q3KN/4R3 w - - 0 33	1398
Q7/2p1rkpp/5p2/Pp6/1q1PN1b1/5N2/P4KPP/2R5 w - - 1 27	1222
3r2k1/p4p2/3qp1pb/2p4p/4Q2P/P1P2NP1/1PR1RPK1/r7 b - - 0 27	1303
4rrk1/pp5p/6p1/1R2npB1/4pN2/8/Pb3PPP/3R2K1 b - - 8 23	1371
r4rk1/4Rp1p/5npQ/1p1p2N1/3R2P1/1Pq2P2/P6P/1KN5 b - - 0 30	1107
2rqrk2/3np1b1/p2p1nB1/1p1b4/3P4/2P4Q/PP1N2PP/R1B1R1K1 b - - 2 18	1263
5r1r/pkpq2p1/1p2p3/P2p2Qp/3P1p1P/2P3N1/P4PP1/R3R1K1 w - - 0 21	1236
1r1q1rk1/2p1bppp/p2pP1b1/1p1B4/5P2/2N1Q3/PPP4P/1K1RR3 b - - 2 22	1385
r1bqr1k1/pp3ppp/8/2b1B3/5n2/1P1B1N2/P1P2PPP/R2Q1RK1 b - - 4 13	1398
r4rk1/1pp2ppp/p4n2/8/1b2P3/1PN2Q2/PB1qRP1P/2R3K1 b - - 2 18	1392
1rbq2k1/p1pp1ppp/1p2rn2/8/2P3N1/3B3Q/PP4PP/R4RK1 b - - 5 17	1398
rnbq1r1k/p5p1/2p1p2B/1p1nPp2/1bpPN3/2N4Q/PP3PPP/R3KB1R b KQ - 0 13	1398
4R3/5pkp/pp3np1/8/1P1QP3/PK4q1/8/8 w - - 8 57	1317
8/3k4/ppn1NP2/2p2K2/P7/1P6/8/8 b - - 4 50	977
8/3R4/5k2/2r2n1p/2p1KP2/3p4/7P/3R4 w - - 4 42	1398
rnbq1rk1/p4pp1/1p2pb1p/3p2N1/3P3P/2PB4/PP1N1PP1/R2QK2R b KQ - 1 11	1260
r2q1rk1/pp4pp/3b1p2/2pN4/3n3B/7P/PPP2PP1/R2QR1K1 b - - 0 15	1270
r1bqkb1r/pp3ppp/2n1p3/4P3/3Pp3/P7/1P3PPP/R1BQKBNR w KQkq - 1 9	1398
6k1/2R5/6pp/8/8/2b5/r4rPP/5RK1 w - - 2 33	1398
8/8/bP2p1p1/P3PpP1/1k6/6B1/6r1/R2K4 w - - 10 57	1398
r3k2b/1ppb1p2/p3p2p/P6q/1PP2Pn1/3Q1NP1/3P3P/1R2RBK1 w q - 5 29	1039
r2qrbk1/1b3ppp/p7/1pp1p1N1/3n3R/P1PP3P/1PB2PP1/R1BQ2K1 b - - 4 19	1308
r2qkbnr/pp3pp1/2n1p1bp/1Bpp3N/8/NP2P3/PBPP1PPP/R2QK2R w KQkq - 2 10	1398
r2b1rk1/pp3pp1/4b2p/2pN4/2B5/8/PPP2PPP/R4RK1 w - - 6 16	1398
8/2p1kp2/p1p1r3/6pp/PP1P4/2P2KP1/R4P2/8 w - - 2 28	1398
r5k1/1ppq1pB1/6r1/p1P4N/2pn4/P2b3P/1P1Q1PP1/R3R1K1 w - - 1 23	1337
rn3k2/1p3p2/p2P2p1/q1p1Q3/8/2P1P3/P2B1P2/1b2K2B b - - 0 23	870
2kr3r/ppp5/8/4b2p/4p1b1/1PP1P3/P3BPP1/2R1K1NR w K - 4 18	1398
4rk2/7R/p4NKp/3pp1p1/3r1pP1/bP5P/5P2/8 b - - 1 51	870
5q2/6k1/7p/2p1BQ2/3r4/8/2p3PP/7K b - - 2 43	803
2kr4/ppp2p2/2n5/3p1Rp1/P2P4/BP2P1Pr/5KBq/R2Q4 w - - 2 20	890
B4rk1/p3ppbp/6p1/2p5/5B2/6Pb/q3PP1P/1R1Q1RK1 b - - 0 15	1398
r4rk1/ppp3pp/5q2/8/5BQ1/P7/1Pn3PP/R4RK1 w - - 0 18	1398
r2qkbnr/2pb2pp/p1p5/3p1P2/3Np3/2PP4/PP3PPP/RNBQK2R w KQkq - 0 9	1039
3k3r/2q1n1p1/B4p2/p2Pp3/2N3b1/2PP2Pp/7P/1R2Q2K w - - 6 32	1134
3q1rk1/1br1bppp/p3nn2/1p1p1B2/7Q/1P2PN2/PBR1NPPP/5RK1 b - - 5 18	900
8/8/8/2q3pk/8/5P2/4Q1K1/8 b - - 8 61	1136
rnb2k1r/pppp3p/7q/2b5/3PPp2/1B3Nn1/PPP3PR/RNB1QK2 w - - 1 14	1032
1k1r1r2/ppq1bpp1/2p1p2p/8/2PPB1PP/P3PQ2/1P6/1K1R3R w - - 1 23	1398
6k1/pp3q1p/2p1r1p1/2Pp4/1P5Q/4P2R/P3Br1P/6RK w - - 10 35	1385
2kr3r/ppp2p2/2nb1p1p/7b/4q3/4BN1P/PPP1BPP1/R2QK2R w KQ - 2 13	1398
r5rk/2Rn1Qpp/7P/4B3/8/3q4/5PP1/4R1K1 b - - 0 34	944
2k5/R5Br/1pbKP1p1/8/8/1P4p1/P7/8 b - - 1 39	821
5k2/2R3p1/8/5KP1/8/8/8/4r3 b - - 2 49	1345
3r2k1/pp6/2br4/5Bp1/3np1P1/2B1R3/PPP5/2K4R w - - 18 40	1263
B3k2r/p2n1ppp/4p3/8/Q2PbB2/3K4/Pq4PP/R6R w k - 0 20	1154
8/5p1p/1k4pP/1P6/5PP1/5K2/8/8 b - - 0 41	1053
r1bq1rk1/pp2b3/2n1p2Q/2pp2B1/4p2P/2P1P2R/PP3PP1/RN2K3 b Q - 1 17	1048
r3r1k1/pp2Rppp/5n2/3P4/PqPQ4/5N2/5PPP/4R1K1 w - - 5 21	1310
2rr2k1/p3R1pp/2Q1n1q1/8/1P5P/P5P1/1BR2PK1/8 w - - 5 40	1236
3qk2r/p1p5/1p3ppb/1P5p/1BP1p3/3n1P2/P2Q2PP/3R1RK1 w k - 1 26	1398
r2q2rk/1pp1n1bp/p3BnpB/5pN1/P2P4/2P5/1P1Q1PPP/R4RK1 b - - 2 17	854
5nq1/2k5/1pp1r1p1/p2pP1Qp/3P4/PN4P1/1PP4P/2K2R2 w - - 0 27	1358
r1bqk2b/1pp1pp2/p1n2n2/3p2p1/3P4/2NBP1B1/PPP2PP1/R2QK1N1 w Qq - 0 10	1398
8/1p2Q2p/5ppk/1P6/4pP2/2NqP2b/6P1/7K w - - 2 42	1154
4r3/2r2kpp/2N3n1/1pP2K2/p7/P5P1/1P5P/3R3R w - - 3 28	1398
8/5pkp/R7/3r4/5BP1/8/P4PPK/2r5 b - - 0 41	870
rn2kb1r/1p1b1ppp/p3p3/1B1q4/Q2N4/2P1P3/P4PPP/R1B1K2R w KQkq - 0 11	1398
r1bq1rk1/pp2Bppp/2n5/3pP3/Q3n3/2N2N2/PP3PPP/R3KB1R b KQ - 0 11	1385
6r1/5p2/ppkp3p/2bQpR1b/P1P1P3/6q1/7N/5R1K b - - 3 33	870
r4rk1/ppp1qppp/3b1nn1/6B1/4P3/2N2B2/PPP2PPP/R2Q1RK1 w - - 9 12	1154
6rk/8/2p5/4P1qP/1bPPQ3/6P1/5K2/6R1 w - - 1 42	1337
1r4k1/6pp/p7/5r2/2pQ4/q4P2/P1P4P/K2R3R w - - 0 28	1175
r3nr2/1pp1ppk1/8/p2PPqN1/7R/2Nn4/PP1Q2P1/2KR4 w - - 0 20	1398
4rrk1/p1p2ppp/3b4/4n2q/6n1/1BN1B2P/PP3PQ1/4RRK1 w - - 0 19	1032
1rr3k1/pNR2p1p/4p1p1/3pn3/8/4P3/PP3PPP/2R3K1 b - - 6 21	1229
8/4kpp1/5n1p/2N5/1p2B3/2pP2PP/2P2P2/6K1 w - - 2 39	944
3rr1k1/2b2pp1/p2q3p/1p1p1Q2/3Bn3/2P2N1P/PP3PP1/3R1RK1 w - - 2 25	1236
r5k1/3n1pp1/2p2q1p/3p1P2/1R3Q2/pPrB3P/P1P1R1PK/8 b - - 9 28	1344
r6k/4NRbp/3pQ1p1/2q3P1/1p5P/8/2P3P1/7K w - - 3 28	1398
1k1r3r/4p2p/p2pQ1pP/4n1P1/4q3/8/1PP1B3/2KR3R w - - 0 25	1398
8/8/8/R7/1P1P4/2k5/P6r/K7 w - - 0 56	898
2Q5/8/5nk1/R7/1p4p1/1Pb1P1P1/P2rK2P/8 w - - 5 49	1398
6k1/4qb1p/6p1/2pr1pP1/5P2/1P2rBKP/3QP3/3RR3 w - - 0 38	1398
5rk1/p1p3p1/1p1p2Pp/PP2nrbP/2PQ4/2N4N/3KB3/5R2 w - - 3 34	971
2q3k1/5rpp/1n1Bpp2/8/3PP3/1Qn2N2/5PPP/R4K2 w - - 0 28	1120
6k1/5p1p/1Q2p1p1/8/P1P2P2/1P3R1P/3r2PK/3q4 w - - 2 34	1297
r1r3k1/5p2/5Ppp/1q6/3p3P/1P3N2/2PQ1P2/1K1R3R w - - 0 28	1012
r4r2/1p3p1k/5npp/p1p1q2P/3pP3/1P1P4/P1P3Q1/2BK1RR1 b - - 0 28	1361
r1b1k2r/pp3ppp/1qn1p3/1Bb5/2R1Q3/2N5/PPP2PPP/2K3NR b kq - 5 15	1398
8/8/p4R2/3pP3/3Pk3/2K1p3/PPP2rP1/8 w - - 4 39	1398
2Q5/4bqk1/4p2p/4r3/P5P1/3B4/5P2/2R3K1 w - - 3 38	1398
6k1/5p1p/3p2p1/3Pb3/8/7P/r4PP1/2Q3K1 w - - 3 39	1398
2k2rr1/Q1p4p/1p1b4/2p1pq1b/1PP3pP/P2PR1P1/1B3P1N/5RK1 w - - 0 26	1398
r3r1k1/2Q2p1p/q4PpP/1p6/3R4/BP6/P2R4/1K6 w - - 19 41	1209
8/7p/p7/1p2pp2/1Pk5/P5P1/2K2P1P/8 w - - 0 37	1398
5bk1/1b1r1p1p/p2p2p1/1p4q1/3BP3/1PQ2P1P/P4P2/1BR2K2 b - - 12 34	1358
1r4k1/1pb1q2p/p1p1p1p1/2PnNp2/P2P4/8/3Q1PPP/1R3RK1 w - - 16 35	1303
r1bq1rk1/ppb2p1p/2n2np1/2p1P1B1/3p1P2/2P5/PP1QN1PP/2KR1BNR b - - 0 13	1385
1r4k1/1r3pp1/7p/p2p4/1P1Pp3/P1Q4P/qR3PP1/2R3K1 b - - 1 34	1093
8/5r1p/ppR4k/8/4n3/1P2K2P/5n2/6R1 b - - 2 33	1398
1rr2b1Q/p2p1P2/4p2k/3pP2p/3B4/1PPq4/P7/1R2K3 b - - 7 33	1344
5k2/1p4b1/2q5/4p1pp/P3P3/1Q3PP1/1B4K1/8 b - - 0 34	1111
2kr3r/1pp5/p4p2/3PnRqp/2P1Q1p1/6P1/PP4PN/R5K1 b - - 1 24	1398
4rr1k/6pp/p1p5/2qn3Q/8/2N2R1P/P1P3P1/1R5K b - - 8 26	1140
r1n3k1/p1p2qpp/1p1pb1r1/1B1P4/P3R3/8/Q2B1PPP/2R3K1 b - - 0 25	943
5k2/pp3p2/3N4/2nQ4/4n2P/2P3q1/PP1brP2/3R2K1 w - - 0 28	852
4r2k/2p3pp/8/4n2q/p3P1b1/P1P2NP1/1P2Q1KP/3R1R2 w - - 2 29	1398
1R1n4/8/p2Rb3/k2p4/3Pp3/2P4p/P1r5/7K b - - 1 34	1398
1k5r/pb1r2p1/2B5/N4p2/3P4/1Q6/PP1q2Pp/3R3K b - - 3 28	1344
2r4k/pp4pp/7q/6p1/R2Q3P/1P1P4/1P3rP1/1K5R b - - 0 24	1159
2kr4/3np3/p4p1Q/2p2Pp1/8/1pK1B1N1/qP4P1/3R1B2 w - - 0 26	1398
r3kb1r/3n1ppp/p2qp3/2pp4/Q2P4/2N1P3/PP1B1PPP/2R2RK1 b kq - 1 14	1066
r1bq1rk1/pp1pbppn/2n1p2p/8/2P4B/2N1PN2/PP3PPP/R2QKB1R w KQ - 2 10	1398
2k3r1/pp3p2/2n1bR2/7p/3P4/P3P1P1/1P1BB2K/8 w - - 2 30	1297
2rr3k/5Qpp/3q1p2/P1p5/5R1R/7P/6P1/7K b - - 3 28	978
r7/3R1p2/1p3r2/2p3k1/2P3Rp/1P2KP1P/8/8 b - - 4 41	1241
2r1r1k1/1pq3pp/2n1bp2/2b1p3/2Np4/PR1P2P1/3BQPBP/1R4K1 b - - 2 26	1398
1r1qr1k1/N1p1n2p/3p2p1/p1p2p2/P1P5/1P3R2/1Q3PPP/4R1K1 b - - 5 30	1398
3R4/ppp1r2k/4p1pq/4Qp2/2P5/8/PP3P2/1K6 b - - 1 31	1175
8/2p3nk/1pPp4/1P1Pp3/4Pp2/7Q/1B5K/3q4 b - - 1 51	1398
1r2r3/1pp2pk1/3p1Qn1/p7/4q3/1R6/2P3PP/5R1K b - - 1 26	1013
3r2k1/1p2rppp/8/1N6/2P3n1/P2p1R1P/1P4P1/3R2K1 b - - 0 27	1371
8/6bk/6p1/7p/1P1pp2P/8/P2R3K/8 w - - 0 46	1398
3r2k1/p5pp/1qpb1r2/3pNp2/3PnP2/4B3/PPR1Q1PP/2R3K1 b - - 8 21	1263
